run,step,layer,t,dim,p_at_L_5_linear,p_at_L_5_mlp,p_at_L,p_at_L_2,p_at_L_5,contact_n_test,cath_level,cath_acc,cath_f1,cath_classes,manifest,ckpt_path,error
repa_l9_256,400000,3,1.00,512,0.7407,0.7611,0.4920,0.6273,0.7611,39,T,0.9000,0.9259,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,4,1.00,512,0.7479,0.7734,0.5079,0.6436,0.7734,39,T,0.9000,0.9259,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,5,1.00,512,0.7304,0.7472,0.4824,0.6147,0.7472,39,T,1.0000,1.0000,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,6,1.00,512,0.6981,0.7334,0.4776,0.5961,0.7334,39,T,1.0000,1.0000,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,7,1.00,512,0.6947,0.7180,0.4579,0.5752,0.7180,39,T,1.0000,1.0000,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,8,1.00,512,0.6891,0.7162,0.4595,0.5800,0.7162,39,T,1.0000,1.0000,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,9,1.00,512,0.6642,0.7041,0.4484,0.5635,0.7041,39,T,1.0000,1.0000,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,0,0.75,512,0.3934,0.4329,0.3104,0.3691,0.4329,39,T,0.8000,0.7778,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,1,0.75,512,0.4332,0.4691,0.3208,0.3814,0.4691,39,T,0.8000,0.7963,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,2,0.75,512,0.4412,0.5131,0.3727,0.4506,0.5131,39,T,1.0000,1.0000,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,3,0.75,512,0.4481,0.5790,0.4043,0.4922,0.5790,39,T,1.0000,1.0000,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,4,0.75,512,0.4983,0.6051,0.4154,0.5095,0.6051,39,T,1.0000,1.0000,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,5,0.75,512,0.5636,0.6602,0.4477,0.5552,0.6602,39,T,1.0000,1.0000,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,6,0.75,512,0.5547,0.5848,0.4020,0.5019,0.5848,39,T,1.0000,1.0000,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,7,0.75,512,0.5475,0.5700,0.3955,0.4920,0.5700,39,T,1.0000,1.0000,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,8,0.75,512,0.5426,0.5761,0.3932,0.4809,0.5761,39,T,1.0000,1.0000,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,9,0.75,512,0.5137,0.5352,0.3772,0.4570,0.5352,39,T,1.0000,1.0000,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,0,0.50,512,0.0996,0.0920,0.0880,0.0955,0.0920,39,T,0.8000,0.7778,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,1,0.50,512,0.1316,0.1105,0.1078,0.1169,0.1105,39,T,0.8000,0.7963,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,2,0.50,512,0.1719,0.1773,0.1556,0.1737,0.1773,39,T,0.8000,0.7963,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,3,0.50,512,0.2105,0.2345,0.1830,0.2138,0.2345,39,T,0.9000,0.8667,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,4,0.50,512,0.2683,0.2642,0.2082,0.2434,0.2642,39,T,0.9000,0.8667,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,5,0.50,512,0.2787,0.3091,0.2347,0.2717,0.3091,39,T,1.0000,1.0000,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,6,0.50,512,0.2779,0.3031,0.2117,0.2479,0.3031,39,T,1.0000,1.0000,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,7,0.50,512,0.2841,0.2859,0.2136,0.2399,0.2859,39,T,1.0000,1.0000,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,8,0.50,512,0.2719,0.2854,0.2101,0.2429,0.2854,39,T,1.0000,1.0000,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
repa_l9_256,400000,9,0.50,512,0.2673,0.2756,0.2015,0.2343,0.2756,39,T,1.0000,1.0000,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,
random_rank,0,-100,1.00,0,nan,0.0185,0.0184,0.0186,0.0185,39,none,nan,nan,0,v1,,
distance_only,0,-101,1.00,0,nan,0.0242,0.0225,0.0288,0.0242,39,none,nan,nan,0,v1,,
seq_onehot,0,-3,1.00,20,0.0376,0.0469,0.0403,0.0446,0.0469,39,T,0.2000,0.0370,9,v1,,
random_gauss,0,-2,1.00,512,0.0221,0.0174,0.0165,0.0157,0.0174,39,T,0.3000,0.1185,9,v1,,
untrained_proteina,0,-999,1.00,,,,,,,,,,,,v1,,"MissingConfigException: Primary config directory not found.
Check that the config directory '/home/sr2173/git/molecular-repa/evaluation/src/proteina/configs/experiment_config' exists and readable"
untrained_proteina,0,-999,1.00,,,,,,,,,,,,v1,,"MissingConfigException: Primary config directory not found.
Check that the config directory '/home/sr2173/git/molecular-repa/evaluation/src/proteina/configs/experiment_config' exists and readable"
