layer,dim,eff_rank,mean_norm,sparsity
0,512,5.568763732910156,82.0491943359375,0.0
1,512,9.914345741271973,35.987796783447266,0.0
2,512,7.132914066314697,264.6647644042969,0.0
3,512,4.977958679199219,1380.27685546875,0.0
4,512,5.172423362731934,24379.8125,0.0
5,512,1.1187965869903564,1451946.75,0.0
