target,trainer/global_step,train/loss_step,train/repa/loss_step,train/repa/cos_sim_layer_9_step
100000,100000,-0.1791161298751831,-0.881212592124939,0.881212592124939
200000,200000,-0.2641269564628601,-0.8872394561767578,0.8872394561767578
400000,400000,-0.33783236145973206,-0.9035443067550659,0.9035443067550659
700000,699592,-0.3247009515762329,-0.908089816570282,0.908089816570282
1000000,997844,-0.29704397916793823,-0.9007519483566284,0.9007519483566284
1200000,1197823.0,-0.33326998353004456,-0.9051944613456726,0.9051944613456726
1500000,1497792.0,-0.3643355965614319,-0.9238802194595337,0.9238802194595337
