run,step,config_name,ckpt_path,seed,error,_res_PDB_FID,_res_PDB_fJSD_C,_res_PDB_fJSD_A,_res_PDB_fJSD_T,_res_AFDB_FID,_res_AFDB_fJSD_C,_res_AFDB_fJSD_A,_res_AFDB_fJSD_T,_res_fS_C,_res_fS_A,_res_fS_T,_res_designability_n,_res_scRMSD_mean,_res_scRMSD_median,_res_designability_rate,_res_tm_score_self_mean,_res_plddt_mean,_res_plddt_median,_res_diversity_n_bins,_res_diversity_clusters_mean,_res_diversity_clusters_median,_res_diversity_clusters_total,_res_novelty_n,_res_novelty_rate,_res_novelty_max_tm_mean,_res_novelty_max_tm_median
baseline_128_bs80,100000,inference/inference_fid_60m_baseline_128_bs80_lite,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_128_bs80/checkpoints/chk_epoch=00000076_step=000000100000-EMA.ckpt,42,,566.3010864257812,0.928386699337709,1.1532295457269413,3.3779113961611307,596.4532470703125,0.4603512271068904,0.8029604164293369,3.289033181119876,2.167279958724976,3.893347978591919,17.918842315673828,100,4.988017154335975,3.456823706626892,0.23,0.6477138268947601,0.5320534324645996,0.5286169350147247,1,197.0,197.0,197,200,0.67,0.4496907771240282,0.4448222611464706
baseline_128_bs80,200000,inference/inference_fid_60m_baseline_128_bs80_lite,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_128_bs80/checkpoints/chk_epoch=00000153_step=000000200000-EMA.ckpt,42,,567.4057006835938,0.7195336643246454,1.4843144680293108,3.589991976229875,597.7772216796875,0.6314994164316383,1.5664903291266383,3.758145741170136,2.6651058197021484,4.078152179718018,9.517919540405272,100,2.505916008353233,1.6028876900672913,0.67,0.8334987187385559,0.6506100824475288,0.6939356625080109,1,118.0,118.0,118,200,0.35,0.503566556053674,0.5147767407553536
repa_l4_128_bs80,100000,inference/inference_fid_60m_repa_l4_128_bs80_lite,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_128_per_residue_bs80/checkpoints/chk_epoch=00000076_step=000000100000-EMA.ckpt,42,,823.0795288085938,1.8761968554477069,2.90200743596964,4.512046229729888,841.1470336914062,2.1124256589787715,3.41991454555703,4.7854425039429564,1.842609405517578,2.2926371097564697,2.946640014648437,100,6.354463168978692,4.2184929847717285,0.41,0.610009314417839,0.6615467643737794,0.7182523906230927,1,51.0,51.0,51,200,0.325,0.5551782187162602,0.5406062049525124
repa_l4_128_bs80,200000,inference/inference_fid_60m_repa_l4_128_bs80_lite,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_128_per_residue_bs80/checkpoints/chk_epoch=00000153_step=000000200000-EMA.ckpt,42,,529.1356811523438,0.1675652577966627,1.2769803146095848,3.684536961446913,586.2620849609375,0.6818913780034129,1.9164833944327109,4.202567312064604,2.5987887382507324,5.661355495452881,11.430173873901367,100,4.450584233999252,1.536182880401611,0.59,0.7133591322600842,0.6211525014042855,0.6851833760738373,1,75.0,75.0,75,200,0.365,0.5697209431861716,0.5315909063493883
repa_l4_128_bs80_lr3x,161000,inference/inference_fid_60m_repa_l4_128_bs80_lr3x_lite,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_128_per_residue_bs80_lr3x/checkpoints/last-EMA.ckpt,42,,1030.0184326171875,2.799971224061752,4.159402589403763,5.184016479078188,1030.3612060546875,3.0758790016398,4.736023771387357,5.547440255055472,1.3941413164138794,1.527719020843506,1.5811176300048828,100,6.410497887730599,2.32363510131836,0.47,0.6118514576554298,0.6893734034895896,0.711946040391922,1,17.0,17.0,17,200,0.325,0.5098454858114233,0.5322140384846785
repa_l4_128_random,100000,inference/inference_fid_60m_repa_l4_128_random_lite,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_128_per_residue_random/checkpoints/chk_epoch=00000076_step=000000100000-EMA.ckpt,42,,551.6420288085938,0.9707870611103072,1.2681353899298498,3.565927911642911,581.9476318359375,0.4925441561152116,0.8989625781859909,3.455798555089111,2.121730089187622,3.930875778198242,17.718219757080078,100,4.827942496538162,3.5512999296188354,0.24,0.6600820510089398,0.5477839013934136,0.5281574130058289,1,181.0,181.0,181,200,0.475,0.4882552729887456,0.5034629088595397
repa_l4_128_bs80_lr3x,100000,inference/inference_fid_60m_repa_l4_128_bs80_lr3x_lite,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_128_per_residue_bs80_lr3x/checkpoints/chk_epoch=00000076_step=000000100000-EMA.ckpt,42,,799.9505004882812,1.5586644626990496,3.413339093121304,4.97808668929944,822.4058227539062,2.049108995116585,4.17638603838723,5.526510688759289,2.0113532543182373,2.4054129123687744,2.6658263206481934,100,5.851671765446663,2.010717809200287,0.5,0.6341245377063751,0.6821145448088646,0.7203174233436584,1,19.0,19.0,19,200,0.465,0.4531889323775915,0.5118076416753954
repa_l4_128_random,200000,inference/inference_fid_60m_repa_l4_128_random_lite,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_128_per_residue_random/checkpoints/chk_epoch=00000153_step=000000200000-EMA.ckpt,42,,573.7782592773438,1.3136027489014697,2.452176676126761,4.048774948146663,591.89013671875,1.5280930930028578,2.8756063738565403,4.366037002761422,2.1856062412261963,2.987872838973999,5.18796968460083,100,3.7881926423311234,2.6073535680770874,0.37,0.7292009888589382,0.5638389831781387,0.5659206509590149,1,84.0,84.0,84,200,0.32,0.5250412042591687,0.5380866014127537
