variant,dataset,step_filter,rep_metric,gen_metric,n,pearson_r,pearson_p,spearman_r,spearman_p,partial_spearman_r_ctrl_step,partial_spearman_p_ctrl_step
xclean,AFDB,0,cath_C_top1,_res_designability_rate,86,0.22378413547822204,0.03833376643236782,0.1282525287923276,0.23926402410773448,0.03621123324109221,0.7406415840330988
xclean,AFDB,0,cath_A_top1,_res_PDB_FID,86,-0.5462174690174416,5.3326173469766864e-08,-0.5706773052030596,9.655786059774922e-09,-0.5980455429623511,1.200319903283067e-09
xclean,AFDB,0,cath_A_top1,_res_AFDB_FID,86,-0.5298580900968114,1.5531125451861877e-07,-0.5693714743788384,1.0615570522939554e-08,-0.5983232306808534,1.1740079565680584e-09
xclean,AFDB,0,cath_A_top1,_res_designability_rate,86,0.2044345527196329,0.059012647102068966,0.10555710333658187,0.3334051758494495,0.017082282914686876,0.8759480062660713
xclean,AFDB,0,cath_T_top1,_res_PDB_FID,86,-0.35699563967587344,0.0007405614235433895,-0.3354465239596813,0.0015923948938538338,-0.3418963895591486,0.0012734375728096336
xclean,AFDB,0,cath_T_top1,_res_AFDB_FID,86,-0.32848580800539834,0.002016153129817021,-0.2938896202193892,0.006024036471080699,-0.2959701737027566,0.005660428396004209
xclean,AFDB,0,cath_T_top1,_res_designability_rate,86,0.3773871914230652,0.0003410461157068552,0.3525869199128948,0.0008699584097290211,0.2946407994069972,0.005890440377762299
xclean,AFDB,0,if_top1_acc,_res_PDB_FID,86,-0.21331086969401591,0.048612291321907246,-0.043998302668546624,0.6875017093323117,-0.0465459575723713,0.6704256538561186
xclean,AFDB,0,if_top1_acc,_res_AFDB_FID,86,-0.07887277965188286,0.4703814138872351,0.033100247017226,0.7622326446170244,0.03094274420201129,0.7773148526130466
xclean,AFDB,0,if_top1_acc,_res_designability_rate,86,0.5843411007763424,3.4929042004405943e-09,0.4520515475528579,1.2467447478256448e-05,0.46838807816394284,5.4169745955115285e-06
xclean,AFDB,0,dih_mae_total_deg,_res_PDB_FID,86,0.18052996121565934,0.096239399511176,0.11807071020875147,0.27893590571865623,0.17613339782829882,0.10476012783092535
xclean,AFDB,0,dih_mae_total_deg,_res_AFDB_FID,86,0.056706789689709484,0.6040400147126826,0.055736473241880045,0.6102533913886783,0.10339237928921059,0.34346910710313466
xclean,AFDB,0,dih_mae_total_deg,_res_designability_rate,86,-0.18731068859312439,0.0841766263704669,-0.14511011224801323,0.1825081241865737,-0.27811100100618846,0.009522022069052312
xclean,AFDB,200000,cath_C_top1,_res_PDB_FID,75,-0.394842589336417,0.00045559712914438287,-0.4827460068462624,1.1530374487731323e-05,-0.5651691367761222,1.2741142767239634e-07
xclean,AFDB,200000,cath_C_top1,_res_AFDB_FID,75,-0.38956782316386834,0.0005510179273523483,-0.47656725526842436,1.545025780472741e-05,-0.5388999528596363,6.106793435309539e-07
xclean,AFDB,200000,cath_C_top1,_res_designability_rate,75,0.07330262273529166,0.5319719632574719,0.0470244394869806,0.6886960099108768,0.06101692289293649,0.6030415047383724
xclean,AFDB,200000,cath_A_top1,_res_PDB_FID,75,-0.4599840912375258,3.297268708787771e-05,-0.5145443096911958,2.3295967754847916e-06,-0.5661971554776646,1.1949912422674233e-07
xclean,AFDB,200000,cath_A_top1,_res_AFDB_FID,75,-0.4616424487670915,3.061912954243529e-05,-0.5331004884312739,8.480339030093302e-07,-0.5712840977784784,8.673295788307646e-08
xclean,AFDB,200000,cath_A_top1,_res_designability_rate,75,-0.011603162584742683,0.92129558097634,-0.044216653300589034,0.7064113217436531,-0.03877079713350133,0.7412113190284113
xclean,AFDB,200000,cath_T_top1,_res_PDB_FID,75,-0.294706580118253,0.010268847110409346,-0.22496741023128458,0.05231836861050271,-0.2716231950335641,0.01840730702276739
xclean,AFDB,200000,cath_T_top1,_res_AFDB_FID,75,-0.3027391238184517,0.008290008526402035,-0.22115492439437337,0.05655008477056853,-0.2524742480222102,0.028866704361135295
xclean,AFDB,200000,cath_T_top1,_res_designability_rate,75,0.1838676501050923,0.11431519642395414,0.23085203113251854,0.046298476530178136,0.2510782264481469,0.02979424353636676
