ckpt,mode,length,batch_size,n_warmup,n_steady,warmup_seconds_total,warmup_seconds_first,steady_seconds_mean,steady_seconds_std,s_per_sample,speedup_vs_eager_fp32
baseline_512_sm,eager_fp32,128,8,1,3,18.455892578125,18.455892578125,15.90863037109375,0.10036896914243698,1.9885787963867188,1.0
baseline_512_sm,eager_fp32,256,8,1,3,43.85465234375,43.85465234375,44.87189865112305,2.2411086559295654,5.608987331390381,1.0
baseline_512_sm,eager_fp32,384,8,1,3,92.9689296875,92.9689296875,89.29500579833984,3.8954358100891113,11.16187572479248,1.0
baseline_512_sm,eager_fp32,512,8,1,3,145.62896875,145.62896875,151.50933837890625,7.676418781280518,18.93866729736328,1.0
baseline_512_sm,compile_bf16,128,8,1,3,59.6924453125,59.6924453125,3.7978336811065674,0.011105160228908062,0.4747292101383209,4.188869683850527
baseline_512_sm,compile_bf16,256,8,1,3,62.59655078125,62.59655078125,8.892571449279785,0.17074686288833618,1.1115714311599731,5.045998101567938
baseline_512_sm,compile_bf16,384,8,1,3,70.61121875,70.61121875,16.971033096313477,0.1955469846725464,2.1213791370391846,5.261612848880538
baseline_512_sm,compile_bf16,512,8,1,3,91.43559375,91.43559375,32.98129653930664,7.273492813110352,4.12266206741333,4.593795704736458
