layer,rankme,mean_norm,sparsity
0,101.98424530029297,22.108285903930664,0.0
1,112.68330383300781,25.709396362304688,0.0
2,111.9100341796875,30.443876266479492,0.0
3,110.0767822265625,34.999210357666016,0.0
4,106.30915069580078,40.25693130493164,0.0
5,94.61708068847656,49.84507369995117,0.0
6,87.75688171386719,57.53109359741211,0.0
7,81.04497528076172,65.87535095214844,0.0
