layer,eff_rank,mean_norm,sparsity
0,54.356266021728516,24.86372947692871,0.0
1,34.596763610839844,30.336875915527344,0.0
2,21.08763885498047,35.11134719848633,0.0
3,11.611577987670898,40.82794952392578,0.0
4,7.248856544494629,47.34566116333008,0.0
5,5.167110919952393,54.21754455566406,0.0
6,3.569495677947998,64.79387664794922,0.0
7,2.9323418140411377,73.7767333984375,0.0
