layer,rankme,mean_norm,sparsity
0,109.7083511352539,23.009410858154297,0.0
1,121.63728332519531,27.035707473754883,0.0
2,121.06107330322266,32.43218994140625,0.0
3,119.31891632080078,37.62255096435547,0.0
4,116.94774627685547,42.8879508972168,0.0
5,112.2718276977539,48.88700485229492,0.0
6,106.52267456054688,56.12779998779297,0.0
7,97.82380676269531,65.0909652709961,0.0
