layer,rankme,mean_norm,sparsity
0,95.64014434814453,24.763198852539062,0.0
1,101.87128448486328,30.11388397216797,0.0
2,102.92585754394531,34.712371826171875,0.0
3,100.05909729003906,40.150634765625,0.0
4,95.59933471679688,46.38030242919922,0.0
5,90.12256622314453,52.97323226928711,0.0
6,81.0280532836914,63.011314392089844,0.0
7,75.86114501953125,71.46124267578125,0.0
