layer,rankme,mean_norm,sparsity
0,112.95120239257812,22.184812545776367,0.0
1,126.59221649169922,25.871488571166992,0.0
2,126.7192153930664,30.749738693237305,0.0
3,125.44413757324219,35.47538375854492,0.0
4,121.82093048095703,40.94232940673828,0.0
5,109.13867950439453,50.88292694091797,0.0
6,101.43132019042969,59.05894470214844,0.0
7,93.91986083984375,67.91786193847656,0.0
