layer,eff_rank,mean_norm,sparsity
0,56.98485565185547,23.009410858154297,0.0
1,40.60565948486328,27.035707473754883,0.0
2,24.418397903442383,32.432186126708984,0.0
3,15.219595909118652,37.6225471496582,0.0
4,9.94095230102539,42.8879508972168,0.0
5,7.012011528015137,48.88700485229492,0.0
6,5.075228691101074,56.12779998779297,0.0
7,3.7899553775787354,65.0909652709961,0.0
