dataset,step_filter,rep_metric,gen_metric,n,pearson_r,pearson_p,spearman_r,spearman_p,partial_spearman_r_ctrl_step,partial_spearman_p_ctrl_step
PDB,0,cath_T_top1,_res_PDB_FID,33,-0.37817081576825695,0.030009085943878137,-0.3279291371226936,0.06245299996636771,-0.13802272540470217,0.44368514401091713
PDB,0,cath_T_top1,_res_AFDB_FID,33,-0.3107229273691997,0.07840756335611741,-0.24903894715230046,0.16223612082725078,-0.04396607617690656,0.8080482478861594
PDB,0,cath_T_top1,_res_designability_rate,33,0.5340134246207785,0.0013703724663945349,0.4773299311133027,0.004970392277117697,0.37766164632457955,0.030249257446851488
PDB,0,if_top1_acc,_res_PDB_FID,33,-0.48713643053454553,0.004038553075274834,-0.4294786096256685,0.012621825847503543,-0.1611101542114514,0.3704170141881746
PDB,0,if_top1_acc,_res_AFDB_FID,33,-0.4201099633605074,0.014928129385501098,-0.38536096256684493,0.026780672397912857,-0.12525086991784118,0.487361897851482
PDB,0,if_top1_acc,_res_designability_rate,33,0.674702646795646,1.66124950446261e-05,0.6861830154107323,1.042468815277191e-05,0.5983686921422099,0.00023494120340844068
PDB,0,dih_mae_total_deg,_res_PDB_FID,33,0.34720320631092044,0.047737542753898805,0.4100935828877006,0.017773962891839173,0.29855970681505345,0.0914683283406191
PDB,0,dih_mae_total_deg,_res_AFDB_FID,33,0.2868806374677607,0.10551379608148005,0.36564171122994654,0.03639049841925177,0.23686940055686878,0.18443451013505333
PDB,0,dih_mae_total_deg,_res_designability_rate,33,-0.49527898733302317,0.003383361470026753,-0.632820659994832,7.756911286874556e-05,-0.6723380580976297,1.8240114485225914e-05
PDB,200000,cath_T_top1,_res_PDB_FID,27,-0.2847499320947393,0.14998306106508166,-0.1901999716862869,0.34198227777657575,-0.13638683620105907,0.49756048017520343
PDB,200000,cath_T_top1,_res_AFDB_FID,27,-0.19615866672475823,0.32678492024224604,-0.10166386929620151,0.6138573853236042,-0.044530194963187324,0.8254460178973245
PDB,200000,cath_T_top1,_res_designability_rate,27,0.46474979949129586,0.014588891624202415,0.33760879917172076,0.08502639436088333,0.3191343032517782,0.10468465414182118
PDB,200000,if_top1_acc,_res_PDB_FID,27,-0.32117606900382223,0.10235936583207395,-0.25579975579975583,0.1978043407093104,-0.12957118424508554,0.5194862782336759
PDB,200000,if_top1_acc,_res_AFDB_FID,27,-0.2196960766378119,0.27086305996903665,-0.21428571428571427,0.28313512740505625,-0.1059930063985549,0.5987624932343334
PDB,200000,if_top1_acc,_res_designability_rate,27,0.5918705556249979,0.0011457646316599495,0.6137404866262106,0.0006621421087742725,0.5802169824831218,0.0015109275044501332
PDB,200000,dih_mae_total_deg,_res_PDB_FID,27,0.19417692490366226,0.33179285530522995,0.2222222222222222,0.26525215945804975,0.251289233937358,0.20610191953652593
PDB,200000,dih_mae_total_deg,_res_AFDB_FID,27,0.111581397727243,0.5795144821731859,0.17338217338217338,0.3871116831528667,0.18364573803092693,0.3591795508003758
PDB,200000,dih_mae_total_deg,_res_designability_rate,27,-0.4291140575155193,0.025512145519192606,-0.5380152922564094,0.00379581826840453,-0.6618439774209078,0.00017000804151037885
AFDB,0,cath_T_top1,_res_PDB_FID,32,-0.38449141949461185,0.029797074358934087,-0.687929615207093,1.3560690605997187e-05,-0.7437345462610461,1.0727965896762158e-06
AFDB,0,cath_T_top1,_res_AFDB_FID,32,-0.3340787159141016,0.06165865378298133,-0.6809641674645217,1.7908405273280954e-05,-0.737609036111482,1.4611660516916522e-06
