layer,rankme,mean_norm,sparsity
0,132.58604431152344,19.503738403320312,0.0
1,177.24867248535156,21.290103912353516,0.0
2,208.36534118652344,25.22774314880371,0.0
3,226.930419921875,30.447649002075195,0.0
4,234.02392578125,36.79998779296875,0.0
5,232.617431640625,44.83013916015625,0.0
6,223.29144287109375,56.175167083740234,0.0
7,191.86363220214844,82.83478546142578,0.0
