run,step,layer,t,head_type,n_train,n_eval,n_proteins_test,p_at_L_5,p_at_L_2,p_at_L,dim,ckpt_path,train_manifest,eval_manifest
repa_l0_256,400000,8,1.0,mlp,5000,500,490,0.9261620040250856,0.8622056618324343,0.7224838778557071,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l0_256_per_residue/checkpoints/chk_epoch=00000026_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l0_256,400000,9,1.0,mlp,5000,500,490,0.9326814666270852,0.8654004682866641,0.7224704182789049,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l0_256_per_residue/checkpoints/chk_epoch=00000026_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l4_256,400000,0,1.0,mlp,5000,500,490,0.9390982784280748,0.8791590391342422,0.7419258521727392,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_per_residue/checkpoints/chk_epoch=00000022_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l4_256,400000,1,1.0,mlp,5000,500,490,0.9342793955844289,0.8665607133703029,0.7216176569839349,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_per_residue/checkpoints/chk_epoch=00000022_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l4_256,400000,2,1.0,mlp,5000,500,490,0.922501127930461,0.8430416185484013,0.6969845240922143,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_per_residue/checkpoints/chk_epoch=00000022_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l4_256,400000,3,1.0,mlp,5000,500,490,0.9213024616232007,0.8409265840009762,0.6984703837021103,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_per_residue/checkpoints/chk_epoch=00000022_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l4_256,400000,4,1.0,mlp,5000,500,490,0.919385981232428,0.8400856774804893,0.6948427352204151,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_per_residue/checkpoints/chk_epoch=00000022_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l4_256,400000,5,1.0,mlp,5000,500,490,0.9141307959144488,0.8291709028072638,0.6837416940173191,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_per_residue/checkpoints/chk_epoch=00000022_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l4_256,400000,6,1.0,mlp,5000,500,490,0.906688704444612,0.8191584881912497,0.6734362434780982,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_per_residue/checkpoints/chk_epoch=00000022_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l4_256,400000,7,1.0,mlp,5000,500,490,0.9054968310818873,0.8184055993760697,0.6726719052386577,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_per_residue/checkpoints/chk_epoch=00000022_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l4_256,400000,8,1.0,mlp,5000,500,490,0.9074906969208659,0.8215511883962753,0.6772730546748024,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_per_residue/checkpoints/chk_epoch=00000022_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l4_256,400000,9,1.0,mlp,5000,500,490,0.9085166968519811,0.8235231205623955,0.6783935192276168,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_per_residue/checkpoints/chk_epoch=00000022_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l9_256,400000,0,1.0,mlp,5000,500,490,0.9374123647934115,0.8745079605246878,0.7331231348883697,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l9_256,400000,1,1.0,mlp,5000,500,490,0.926499273334837,0.8499313382822317,0.7021714695512264,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l9_256,400000,2,1.0,mlp,5000,500,490,0.8918506918731941,0.7976145757778362,0.6498390081425169,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l9_256,400000,3,1.0,mlp,5000,500,490,0.8720422239722643,0.7706007328079295,0.6254977965331481,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l9_256,400000,4,1.0,mlp,5000,500,490,0.8716928373195777,0.76774719691859,0.62149985379818,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l9_256,400000,5,1.0,mlp,5000,500,490,0.874296959988613,0.7634044051225767,0.6187419576538437,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l9_256,400000,6,1.0,mlp,5000,500,490,0.8501178007975794,0.7407640481215719,0.5977223279550035,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l9_256,400000,7,1.0,mlp,5000,500,490,0.8571809744678142,0.7487537835168343,0.6038095546951502,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l9_256,400000,8,1.0,mlp,5000,500,490,0.8588985753680525,0.7477776634986818,0.6008138049592237,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,train_v1,eval_v1
repa_l9_256,400000,9,1.0,mlp,5000,500,490,0.8322850170485993,0.7231802771992816,0.5836704383730342,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_per_residue/checkpoints/chk_epoch=00000025_step=000000400000-EMA.ckpt,train_v1,eval_v1
baseline_512_sm,500000,0,1.0,mlp,5000,500,490,0.9399037629444226,0.8861509139031621,0.7520865759452565,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,train_v1,eval_v1
baseline_512_sm,500000,1,1.0,mlp,5000,500,490,0.9387820305226139,0.8829322717804057,0.7477786877904326,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,train_v1,eval_v1
baseline_512_sm,500000,2,1.0,mlp,5000,500,490,0.9394297214384015,0.8846201408537193,0.7523719805977198,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,train_v1,eval_v1
baseline_512_sm,500000,3,1.0,mlp,5000,500,490,0.9388624118670703,0.882767687225744,0.7484805201829866,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,train_v1,eval_v1
baseline_512_sm,500000,4,1.0,mlp,5000,500,490,0.9372036862276285,0.8791597304500838,0.7443604710402144,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,train_v1,eval_v1
baseline_512_sm,500000,5,1.0,mlp,5000,500,490,0.9363837939319277,0.878357469538275,0.7435947936147723,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,train_v1,eval_v1
baseline_512_sm,500000,6,1.0,mlp,5000,500,490,0.9369130145959502,0.8784665310441685,0.7430885280425273,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,train_v1,eval_v1
baseline_512_sm,500000,7,1.0,mlp,5000,500,490,0.9354739928152396,0.8754867049866685,0.7400568624075358,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,train_v1,eval_v1
baseline_512_sm,500000,8,1.0,mlp,5000,500,490,0.9346179917656667,0.8753431677466127,0.7409617047053346,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,train_v1,eval_v1
baseline_512_sm,500000,9,1.0,mlp,5000,500,490,0.93380644242554,0.8753919183900931,0.7397478093524854,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,train_v1,eval_v1
repa_l0_512_sm,750000,0,1.0,mlp,5000,500,490,0.9356217273989003,0.8691126699402419,0.7229638547052929,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l0_512_sm,750000,1,1.0,mlp,5000,500,490,0.9374760860723954,0.8755488251947489,0.7344545217036704,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l0_512_sm,750000,2,1.0,mlp,5000,500,490,0.9411063283793681,0.8870067352283945,0.7536323903630936,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l0_512_sm,750000,3,1.0,mlp,5000,500,490,0.9355731686765313,0.8765281516347749,0.7394886628259946,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l0_512_sm,750000,4,1.0,mlp,5000,500,490,0.9268954387412489,0.860799372334999,0.721767817051917,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l0_512_sm,750000,5,1.0,mlp,5000,500,490,0.9303179169837843,0.8569100345306486,0.7147408636693344,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l0_512_sm,750000,6,1.0,mlp,5000,500,490,0.9298246990146279,0.8615216778802962,0.7194991593669097,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l0_512_sm,750000,7,1.0,mlp,5000,500,490,0.9388651966042935,0.8775359651098659,0.7389676262308961,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l0_512_sm,750000,8,1.0,mlp,5000,500,490,0.9380408889743372,0.8751226950055322,0.7355046400784471,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l0_512_sm,750000,9,1.0,mlp,5000,500,490,0.9375749839061569,0.8741184389034203,0.733727362702474,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l4_512_sm,750000,0,1.0,mlp,5000,500,490,0.943406814081101,0.89503684035915,0.7638690852657581,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l4_512_sm,750000,1,1.0,mlp,5000,500,490,0.943155868155201,0.8935454145337275,0.7611981579007921,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l4_512_sm,750000,2,1.0,mlp,5000,500,490,0.9429461794751794,0.8915856818059303,0.7596708498386574,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l4_512_sm,750000,3,1.0,mlp,5000,500,490,0.9423056120853994,0.8894051614739299,0.7550646237915891,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l4_512_sm,750000,4,1.0,mlp,5000,500,490,0.9419654093877036,0.8873489484178033,0.752345347825528,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l4_512_sm,750000,5,1.0,mlp,5000,500,490,0.9415115038329319,0.8879495356849284,0.7537400852202544,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l4_512_sm,750000,6,1.0,mlp,5000,500,490,0.9422517020466813,0.8888324338008042,0.7534739938041292,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l4_512_sm,750000,7,1.0,mlp,5000,500,490,0.9419395936431055,0.8857010279596114,0.7496040432244864,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l4_512_sm,750000,8,1.0,mlp,5000,500,490,0.9417994099318628,0.8865023466345364,0.7507829852751609,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l4_512_sm,750000,9,1.0,mlp,5000,500,490,0.9415999333288666,0.8847861302750829,0.7474405716445123,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l9_512_sm,750000,0,1.0,mlp,5000,500,490,0.9434077419271455,0.89389286478421,0.7643859785378474,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l9_512_sm,750000,1,1.0,mlp,5000,500,490,0.9429149731602904,0.8943816968562361,0.7642797460904276,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l9_512_sm,750000,2,1.0,mlp,5000,500,490,0.9431711037733245,0.8950742123843903,0.7657624905598247,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l9_512_sm,750000,3,1.0,mlp,5000,500,490,0.9412067732335743,0.8896143205432033,0.7570991885695749,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l9_512_sm,750000,4,1.0,mlp,5000,500,490,0.9402175598581918,0.8878297340251958,0.7533768567844428,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l9_512_sm,750000,5,1.0,mlp,5000,500,490,0.9412133503815319,0.8880798260989314,0.7529249900015578,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l9_512_sm,750000,6,1.0,mlp,5000,500,490,0.9397956106073262,0.8831095956770866,0.746023973538932,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l9_512_sm,750000,7,1.0,mlp,5000,500,490,0.9364988620778957,0.8774720158688409,0.7373569555406603,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l9_512_sm,750000,8,1.0,mlp,5000,500,490,0.935067424793264,0.8704819264330776,0.7279039846991674,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
repa_l9_512_sm,750000,9,1.0,mlp,5000,500,490,0.9369314876490363,0.8729140040499532,0.7333014519753089,512,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,train_v1,eval_v1
pretrained_dfs_60m,0,0,1.0,mlp,5000,500,490,0.9451828115712279,0.9018970945811603,0.7740152653548259,512,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,train_v1,eval_v1
pretrained_dfs_60m,0,1,1.0,mlp,5000,500,490,0.9382286118206645,0.8863416034111985,0.7531426435953008,512,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,train_v1,eval_v1
pretrained_dfs_60m,0,2,1.0,mlp,5000,500,490,0.9358496646450755,0.8779728598642038,0.7425628576709505,512,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,train_v1,eval_v1
pretrained_dfs_60m,0,3,1.0,mlp,5000,500,490,0.9380917666342121,0.8782527785101301,0.7416401899110668,512,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,train_v1,eval_v1
pretrained_dfs_60m,0,4,1.0,mlp,5000,500,490,0.9319821282849675,0.8687195233442622,0.730667253333579,512,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,train_v1,eval_v1
pretrained_dfs_60m,0,5,1.0,mlp,5000,500,490,0.9377977636986218,0.874753608189178,0.7341844184278494,512,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,train_v1,eval_v1
pretrained_dfs_60m,0,6,1.0,mlp,5000,500,490,0.9332193763369165,0.8690247138863473,0.7293123816617787,512,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,train_v1,eval_v1
pretrained_dfs_60m,0,7,1.0,mlp,5000,500,490,0.9359194943781214,0.8717681459379121,0.7296470231143756,512,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,train_v1,eval_v1
pretrained_dfs_60m,0,8,1.0,mlp,5000,500,490,0.9264035951087356,0.8631911804783583,0.7229425706184482,512,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,train_v1,eval_v1
pretrained_dfs_60m,0,9,1.0,mlp,5000,500,490,0.9287462128039082,0.8573482523078666,0.7132477390193097,512,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,train_v1,eval_v1
pretrained_dfs_60m,0,10,1.0,mlp,5000,500,490,0.9174452895663312,0.8462743223086626,0.7033919232938914,512,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,train_v1,eval_v1
pretrained_dfs_60m,0,11,1.0,mlp,5000,500,490,0.9208907090771064,0.8467118667571107,0.7000258225433477,512,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,train_v1,eval_v1
