run,step,sampler_tag,n_reps,rep_seeds,_res_AFDB_FID_mean,_res_AFDB_FID_sd,_res_AFDB_fJSD_A_mean,_res_AFDB_fJSD_A_sd,_res_AFDB_fJSD_C_mean,_res_AFDB_fJSD_C_sd,_res_AFDB_fJSD_T_mean,_res_AFDB_fJSD_T_sd,_res_PDB_FID_mean,_res_PDB_FID_sd,_res_PDB_fJSD_A_mean,_res_PDB_fJSD_A_sd,_res_PDB_fJSD_C_mean,_res_PDB_fJSD_C_sd,_res_PDB_fJSD_T_mean,_res_PDB_fJSD_T_sd,_res_designability_n_mean,_res_designability_n_sd,_res_designability_rate_mean,_res_designability_rate_sd,_res_diversity_clusters_mean_mean,_res_diversity_clusters_mean_sd,_res_diversity_clusters_median_mean,_res_diversity_clusters_median_sd,_res_diversity_clusters_total_mean,_res_diversity_clusters_total_sd,_res_diversity_designable_filtered_mean,_res_diversity_designable_filtered_sd,_res_diversity_n_mean,_res_diversity_n_sd,_res_diversity_n_bins_mean,_res_diversity_n_bins_sd,_res_diversity_pairwise_tm_mean_mean,_res_diversity_pairwise_tm_mean_sd,_res_diversity_pairwise_tm_median_mean,_res_diversity_pairwise_tm_median_sd,_res_fS_A_mean,_res_fS_A_sd,_res_fS_C_mean,_res_fS_C_sd,_res_fS_T_mean,_res_fS_T_sd,_res_novelty_designable_filtered_mean,_res_novelty_designable_filtered_sd,_res_novelty_foldseek_afdb_swissprot_alignment_type_mean,_res_novelty_foldseek_afdb_swissprot_alignment_type_sd,_res_novelty_foldseek_afdb_swissprot_foldseek_version_mean,_res_novelty_foldseek_afdb_swissprot_foldseek_version_sd,_res_novelty_foldseek_afdb_swissprot_max_seqs_mean,_res_novelty_foldseek_afdb_swissprot_max_seqs_sd,_res_novelty_foldseek_afdb_swissprot_max_tm_mean_mean,_res_novelty_foldseek_afdb_swissprot_max_tm_mean_sd,_res_novelty_foldseek_afdb_swissprot_max_tm_median_mean,_res_novelty_foldseek_afdb_swissprot_max_tm_median_sd,_res_novelty_foldseek_afdb_swissprot_n_mean,_res_novelty_foldseek_afdb_swissprot_n_sd,_res_novelty_foldseek_afdb_swissprot_n_input_mean,_res_novelty_foldseek_afdb_swissprot_n_input_sd,_res_novelty_foldseek_afdb_swissprot_rate_mean,_res_novelty_foldseek_afdb_swissprot_rate_sd,_res_novelty_foldseek_afdb_swissprot_sensitivity_mean,_res_novelty_foldseek_afdb_swissprot_sensitivity_sd,_res_novelty_foldseek_afdb_swissprot_target_db_mean,_res_novelty_foldseek_afdb_swissprot_target_db_sd,_res_novelty_foldseek_pdb_alignment_type_mean,_res_novelty_foldseek_pdb_alignment_type_sd,_res_novelty_foldseek_pdb_foldseek_version_mean,_res_novelty_foldseek_pdb_foldseek_version_sd,_res_novelty_foldseek_pdb_max_seqs_mean,_res_novelty_foldseek_pdb_max_seqs_sd,_res_novelty_foldseek_pdb_max_tm_mean_mean,_res_novelty_foldseek_pdb_max_tm_mean_sd,_res_novelty_foldseek_pdb_max_tm_median_mean,_res_novelty_foldseek_pdb_max_tm_median_sd,_res_novelty_foldseek_pdb_n_mean,_res_novelty_foldseek_pdb_n_sd,_res_novelty_foldseek_pdb_n_input_mean,_res_novelty_foldseek_pdb_n_input_sd,_res_novelty_foldseek_pdb_rate_mean,_res_novelty_foldseek_pdb_rate_sd,_res_novelty_foldseek_pdb_sensitivity_mean,_res_novelty_foldseek_pdb_sensitivity_sd,_res_novelty_foldseek_pdb_target_db_mean,_res_novelty_foldseek_pdb_target_db_sd,_res_novelty_max_tm_mean_mean,_res_novelty_max_tm_mean_sd,_res_novelty_max_tm_median_mean,_res_novelty_max_tm_median_sd,_res_novelty_n_mean,_res_novelty_n_sd,_res_novelty_rate_mean,_res_novelty_rate_sd,_res_plddt_mean_mean,_res_plddt_mean_sd,_res_plddt_median_mean,_res_plddt_median_sd,_res_scRMSD_mean_mean,_res_scRMSD_mean_sd,_res_scRMSD_median_mean,_res_scRMSD_median_sd,_res_ss_frac_C_mean,_res_ss_frac_C_sd,_res_ss_frac_C_designable_mean,_res_ss_frac_C_designable_sd,_res_ss_frac_E_mean,_res_ss_frac_E_sd,_res_ss_frac_E_designable_mean,_res_ss_frac_E_designable_sd,_res_ss_frac_H_mean,_res_ss_frac_H_sd,_res_ss_frac_H_designable_mean,_res_ss_frac_H_designable_sd,_res_ss_jsd_afdb_mean,_res_ss_jsd_afdb_sd,_res_ss_jsd_afdb_2d_mean,_res_ss_jsd_afdb_2d_sd,_res_ss_jsd_afdb_designable_mean,_res_ss_jsd_afdb_designable_sd,_res_ss_jsd_afdb_designable_2d_mean,_res_ss_jsd_afdb_designable_2d_sd,_res_ss_jsd_pdb_mean,_res_ss_jsd_pdb_sd,_res_ss_jsd_pdb_2d_mean,_res_ss_jsd_pdb_2d_sd,_res_ss_jsd_pdb_designable_mean,_res_ss_jsd_pdb_designable_sd,_res_ss_jsd_pdb_designable_2d_mean,_res_ss_jsd_pdb_designable_2d_sd,_res_ss_n_mean,_res_ss_n_sd,_res_ss_n_designable_mean,_res_ss_n_designable_sd,_res_tm_score_self_mean_mean,_res_tm_score_self_mean_sd
baseline_128,800000,ode,1,[42],710.4943237304688,nan,1.72679712498245,nan,1.3354447294881278,nan,3.3108341676367155,nan,659.268798828125,nan,1.6105764523900241,nan,1.28887043913268,nan,3.085062470495872,nan,100.0,nan,0.09,nan,4.0,nan,4.0,nan,4.0,nan,,,9.0,nan,1.0,nan,0.46173371995488804,nan,0.46173371995488804,nan,4.665149211883545,nan,2.023531198501587,nan,12.871224403381348,nan,,,1.0,nan,,,1000.0,nan,0.9275111111111111,nan,0.9501,nan,9.0,nan,9.0,nan,0.0,nan,9.5,nan,,,1.0,nan,,,1000.0,nan,0.9308555555555557,nan,0.9593,nan,9.0,nan,9.0,nan,0.0,nan,9.5,nan,,,0.5829041283257876,nan,0.5690392321488988,nan,9.0,nan,0.0,nan,0.46693896055221557,nan,0.42037707567214966,nan,8.200714101791382,nan,8.634635925292969,nan,0.6435546875,nan,0.5659722222222222,nan,0.1706640625,nan,0.2526041666666667,nan,0.18578125,nan,0.1814236111111111,nan,0.03588463540192834,nan,0.2021925764466018,nan,0.03900269562075777,nan,0.4715457103828612,nan,0.01909814756633466,nan,0.15128464091733188,nan,0.020127853049996054,nan,0.4183810737593765,nan,200.0,nan,9.0,nan,0.4527552759647369,nan
