layer,rankme,mean_norm,sparsity
0,99.05431365966797,22.92111587524414,0.0
1,108.2542495727539,26.85820198059082,0.0
2,106.8853988647461,32.08761215209961,0.0
3,104.55746459960938,37.14217758178711,0.0
4,101.825927734375,42.2363395690918,0.0
5,97.37271118164062,47.91033172607422,0.0
6,91.83235931396484,54.80632400512695,0.0
7,84.02162170410156,63.28772735595703,0.0
