global_step,epoch,run_name_,ckpt_path,ckpt_name,ncpus_,seed,nres_lens,min_len,max_len,step_len,nsamples_per_len,max_nsamples,dt,self_cond,fold_cond,cath_code_level,len_cath_code_path,guidance_weight,autoguidance_ratio,autoguidance_ckpt_path,designability_seqs_per_struct,compute_designability,compute_fid,sampling_caflow_sampling_mode,sampling_caflow_sc_scale_noise,sampling_caflow_sc_scale_score,sampling_caflow_gt_mode,sampling_caflow_gt_p,sampling_caflow_gt_clamp_val,schedule_schedule_mode,schedule_schedule_p,lora_use,lora_lora_alpha,lora_lora_dropout,lora_r,lora_train_bias,_res_PDB_FID,_res_PDB_fJSD_C,_res_PDB_fJSD_A,_res_PDB_fJSD_T,_res_AFDB_FID,_res_AFDB_fJSD_C,_res_AFDB_fJSD_A,_res_AFDB_fJSD_T,_res_fS_C,_res_fS_A,_res_fS_T
742000,10,eval_60m_baseline_v2,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints,last-EMA.ckpt,24,5,,60,500,10,125,8,0.0025,True,False,T,/rds/user/sr2173/hpc-work/proteina/data/metric_factory/features/D_FS_afdb_cath_codes.pth,1.0,1.0,,8,False,True,sc,0.45,1.0,1/t,1.0,,log,2.0,False,32.0,0.0,16,none,647.9747314453125,1.2883877614375798,1.5665505940146225,3.794254856393156,622.0473022460938,0.6547426069400669,0.9818595659146624,3.717365118221197,2.437901735305786,4.227309226989746,19.35657119750977
