run,step,layer,t,dim,p_at_L_5_linear,p_at_L_5_mlp,p_at_L,p_at_L_2,p_at_L_5,contact_n_test,cath_level,cath_acc,cath_f1,cath_classes,manifest,ckpt_path,error
gearnet,0,-1,1.00,512,0.6021,0.6299,0.4065,0.5025,0.6299,39,T,1.0000,1.0000,9,v1,,
baseline_512_sm,500000,0,1.00,512,0.8939,0.8991,0.6638,0.8177,0.8991,39,T,0.3000,0.2407,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,1,1.00,512,0.8587,0.8728,0.6213,0.7671,0.8728,39,T,0.6000,0.5630,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,2,1.00,512,0.8764,0.8776,0.6235,0.7785,0.8776,39,T,0.5000,0.4444,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,3,1.00,512,0.8769,0.8803,0.6303,0.7795,0.8803,39,T,0.4000,0.3519,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,4,1.00,512,0.8717,0.8740,0.6166,0.7670,0.8740,39,T,0.4000,0.3519,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,5,1.00,512,0.8757,0.8787,0.6195,0.7681,0.8787,39,T,0.4000,0.3519,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,6,1.00,512,0.8832,0.8841,0.6264,0.7789,0.8841,39,T,0.4000,0.3519,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,7,1.00,512,0.8851,0.8879,0.6322,0.7896,0.8879,39,T,0.4000,0.3519,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,8,1.00,512,0.8872,0.8827,0.6214,0.7770,0.8827,39,T,0.4000,0.3519,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,9,1.00,512,0.8851,0.8918,0.6284,0.7898,0.8918,39,T,0.4000,0.3519,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,0,0.75,512,0.4689,0.4802,0.3409,0.4095,0.4802,39,T,0.5000,0.3889,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,1,0.75,512,0.5234,0.5332,0.3577,0.4444,0.5332,39,T,0.6000,0.4444,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,2,0.75,512,0.5312,0.5488,0.3763,0.4651,0.5488,39,T,0.6000,0.4444,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,3,0.75,512,0.5943,0.5845,0.3967,0.4911,0.5845,39,T,0.7000,0.5926,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,4,0.75,512,0.5916,0.6104,0.4146,0.5160,0.6104,39,T,0.7000,0.5926,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,5,0.75,512,0.6069,0.6200,0.4199,0.5190,0.6200,39,T,0.7000,0.5926,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,6,0.75,512,0.5914,0.6132,0.4144,0.5125,0.6132,39,T,0.7000,0.5926,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,7,0.75,512,0.5846,0.6165,0.4112,0.5161,0.6165,39,T,0.7000,0.5926,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,8,0.75,512,0.5826,0.6055,0.4087,0.5067,0.6055,39,T,0.7000,0.5926,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,9,0.75,512,0.5847,0.6034,0.4062,0.5029,0.6034,39,T,0.7000,0.5926,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,0,0.50,512,0.1781,0.1707,0.1371,0.1524,0.1707,39,T,0.5000,0.3889,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,1,0.50,512,0.1902,0.1690,0.1533,0.1717,0.1690,39,T,0.5000,0.3228,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,2,0.50,512,0.1884,0.2076,0.1573,0.1741,0.2076,39,T,0.6000,0.4709,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,3,0.50,512,0.1973,0.1840,0.1546,0.1795,0.1840,39,T,0.6000,0.4709,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,4,0.50,512,0.2016,0.1929,0.1652,0.1856,0.1929,39,T,0.6000,0.4709,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,5,0.50,512,0.2047,0.1978,0.1643,0.1869,0.1978,39,T,0.6000,0.4709,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,6,0.50,512,0.2037,0.1958,0.1641,0.1819,0.1958,39,T,0.6000,0.4709,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,7,0.50,512,0.2006,0.2030,0.1622,0.1848,0.2030,39,T,0.6000,0.4709,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,8,0.50,512,0.1976,0.1949,0.1584,0.1763,0.1949,39,T,0.6000,0.4709,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
baseline_512_sm,500000,9,0.50,512,0.2015,0.1873,0.1575,0.1786,0.1873,39,T,0.6000,0.4709,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000007_step=000000500000-EMA.ckpt,
repa_l0_512_sm,750000,0,1.00,512,0.8647,0.8622,0.5794,0.7334,0.8622,39,T,0.7000,0.6852,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,
repa_l0_512_sm,750000,1,1.00,512,0.8761,0.8800,0.6263,0.7846,0.8800,39,T,0.6000,0.5926,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,
repa_l0_512_sm,750000,2,1.00,512,0.9026,0.8985,0.6616,0.8098,0.8985,39,T,0.6000,0.5926,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,
repa_l0_512_sm,750000,3,1.00,512,0.8879,0.8871,0.6508,0.7908,0.8871,39,T,0.6000,0.5926,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,
repa_l0_512_sm,750000,4,1.00,512,0.8629,0.8498,0.6137,0.7545,0.8498,39,T,0.5000,0.4815,9,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,
