layer,rankme,mean_norm,sparsity
0,105.94014739990234,24.86372947692871,0.0
1,114.49382781982422,30.336875915527344,0.0
2,116.5494384765625,35.11134719848633,0.0
3,113.7220230102539,40.82794952392578,0.0
4,109.28328704833984,47.34566116333008,0.0
5,103.6339340209961,54.2175407409668,0.0
6,93.571044921875,64.79387664794922,0.0
7,87.8386001586914,73.7767333984375,0.0
