layer,eff_rank,mean_norm,sparsity
0,59.00638961791992,22.184812545776367,0.0
1,44.328304290771484,25.871488571166992,0.0
2,28.759349822998047,30.749736785888672,0.0
3,18.373567581176758,35.47538375854492,0.0
4,12.275999069213867,40.94232940673828,0.0
5,6.7732768058776855,50.88292694091797,0.0
6,4.634381294250488,59.05894470214844,0.0
7,3.5198678970336914,67.91786193847656,0.0
