ablation_id	run	step	_res_PDB_FID	_res_AFDB_FID	_res_fS_T	_res_designability_rate	_res_scRMSD_mean	_res_diversity_clusters_total	_res_diversity_pairwise_tm_mean	_res_novelty_foldseek_pdb_rate	_res_novelty_foldseek_afdb_swissprot_rate	H/E des	_res_ss_jsd_pdb_2d	_res_ss_jsd_afdb_2d	config_name	ckpt_path	_res_AFDB_fJSD_A	_res_AFDB_fJSD_C	_res_AFDB_fJSD_T	_res_PDB_fJSD_A	_res_PDB_fJSD_C	_res_PDB_fJSD_T	_res_designability_n	_res_diversity_clusters_mean	_res_diversity_clusters_median	_res_diversity_designable_filtered	_res_diversity_n	_res_diversity_n_bins	_res_diversity_pairwise_tm_median	_res_fS_A	_res_fS_C	_res_novelty_designable_filtered	_res_novelty_foldseek_afdb_swissprot_alignment_type	_res_novelty_foldseek_afdb_swissprot_foldseek_version	_res_novelty_foldseek_afdb_swissprot_max_seqs	_res_novelty_foldseek_afdb_swissprot_max_tm_mean	_res_novelty_foldseek_afdb_swissprot_max_tm_median	_res_novelty_foldseek_afdb_swissprot_n	_res_novelty_foldseek_afdb_swissprot_n_input	_res_novelty_foldseek_afdb_swissprot_sensitivity	_res_novelty_foldseek_afdb_swissprot_target_db	_res_novelty_foldseek_pdb_alignment_type	_res_novelty_foldseek_pdb_foldseek_version	_res_novelty_foldseek_pdb_max_seqs	_res_novelty_foldseek_pdb_max_tm_mean	_res_novelty_foldseek_pdb_max_tm_median	_res_novelty_foldseek_pdb_n	_res_novelty_foldseek_pdb_n_input	_res_novelty_foldseek_pdb_sensitivity	_res_novelty_foldseek_pdb_target_db	_res_novelty_max_tm_mean	_res_novelty_max_tm_median	_res_novelty_n	_res_novelty_rate	_res_plddt_mean	_res_plddt_median	_res_scRMSD_median	_res_ss_frac_C	_res_ss_frac_C_designable	_res_ss_frac_E	_res_ss_frac_E_designable	_res_ss_frac_H	_res_ss_frac_H_designable	_res_ss_jsd_afdb	_res_ss_jsd_afdb_designable	_res_ss_jsd_afdb_designable_2d	_res_ss_jsd_pdb	_res_ss_jsd_pdb_designable	_res_ss_jsd_pdb_designable_2d	_res_ss_n	_res_ss_n_designable	_res_tm_score_self_mean	H/E	ablation
n256_pdb_l4_wd_lambda_bs	repa_l4_256_per_residue_lambda1_step300k	300000	449.0884094238281	501.821533203125	28.940616607666016	0.192	6.423192576885223	41	0.2896131146411609	0.0208333333333333	0.0416666666666666	5.491211491211491	0.14388796136321372	0.12448794521716357	inference/paper/inference_fid_60m_paper	/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_per_residue_lambda1/checkpoints/chk_epoch=00000026_step=000000300000-EMA.ckpt	0.9614230479004099	0.24900713955381715	2.268741881101466	0.5561693980529212	0.03642941465564365	2.0043283518155395	250	8.2	7.0	True	48	5	0.1994621821812221	7.899265766143799	2.996947765350342		1	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.77373125	0.79825	48	48	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/afdb_swissprot/db	1	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.7912708333333334	0.80575	48	48	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/pdb/db					0.5496993453502655	0.5519393384456635	3.7401407957077026	0.4148302081128734	0.2844791666666668	0.1547799647266312	0.11022916666666664	0.4303898271604922	0.6052916666666665	0.0020465776864137916	0.036567721375539576	0.37314700212068747	0.009562632811492925	0.06025800343870562	0.4169910896381903	1125	48	0.5839618919270834	2.780655932572648	n=256 PDB L4 GearNet REPA weight-decay + λ + bs ablation
n256_pdb_l4_wd_lambda_bs	repa_l4_256_per_residue_lambda2_step200k	200000	398.1405944824219	463.78143310546875	43.83495330810547	0.032	9.93539305448532	7	0.18100614778200783	0.0	0.0	6.67027027027027	0.03387038204412307	0.025653216026723085	inference/paper/inference_fid_60m_paper	/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_per_residue_lambda2/checkpoints/chk_epoch=00000017_step=000000200000-EMA.ckpt	0.6669910358030906	0.21467952819566358	2.2580505837066234	0.4924166817591991	0.06500152129885997	1.9493832002585458	250	3.5	3.5	True	8	2	0.18100614778200783	7.578902721405029	2.8914403915405273		1	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.8318749999999999	0.8605499999999999	8	8	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/afdb_swissprot/db	1	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.8519125	0.88765	8	8	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/pdb/db					0.46884368073940275	0.4559342563152313	10.734683990478516	0.5294795485008817	0.2905	0.13052136860670166	0.09250000000000001	0.3399990828924146	0.617	0.0030489478065768346	0.04004962654594354	0.41932201717692963	0.0029336430407797733	0.06521133221901582	0.4860507838747233	1125	8	0.3710472934799194	2.604930415010659	n=256 PDB L4 GearNet REPA weight-decay + λ + bs ablation
n256_pdb_l4_wd_lambda_bs	repa_l4_256_per_residue_lambda2_step300k	300000	442.4788818359375	532.6827392578125	47.290138244628906	0.048	9.874226762771606	8	0.2338915111064911	0.8333333333333334	0.8333333333333334	5.10624551328069	0.02948085570327399	0.03689148380754178	inference/paper/inference_fid_60m_paper	/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_per_residue_lambda2/checkpoints/chk_epoch=00000026_step=000000300000-EMA.ckpt	0.9546486301233514	0.6127273798689359	2.25721784718215	0.4583590488636499	0.1545165165220844	1.8244724246859731	250	4.0	4.0	True	10	2	0.2338915111064911	8.87862491607666	2.7410902976989746		2	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.14073333333333335	0.0	12	12	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/afdb_swissprot/db	2	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.15054166666666666	0.0	12	12	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/pdb/db					0.46448292636871336	0.4503461867570877	10.538726806640625	0.5324181305114628	0.29116666666666663	0.17047396119929442	0.11608333333333332	0.2971079082892402	0.59275	0.005889586591891188	0.032790930346774744	0.3804082609232115	0.0006120901846826349	0.055276306094434326	0.4518604197976538	1125	12	0.37186949426778154	1.742834543170514	n=256 PDB L4 GearNet REPA weight-decay + λ + bs ablation
n256_pdb_l4_wd_lambda_bs	repa_l4_256_random_ep17	200000	600.1931762695312	673.469970703125	38.423336029052734	0.16	6.4352976553440095	40	0.17246922092256095	0.025	0.025	30.773440106773442	0.210846746107662	0.13498337939588534	inference/inference_fid_60m_paper	/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_per_residue_random/checkpoints/chk_epoch=00000017_step=000000200000-EMA.ckpt	0.6228337282422202	0.29743651729948406	2.833844365233503	0.36229523770063843	0.10257928699496499	2.680640982726902	250	8.0	6.0	True	40	5	0.17299644833519348	6.260438442230225	2.480192184448242	True	1	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.71142	0.72195	40	40	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/afdb_swissprot/db	1	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.731815	0.7429	40	40	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/pdb/db	0.4960525108523699	0.49090815229075296	40	0.55	0.5048485766649247	0.47976866364479065	5.794729709625244	0.33115051851851823	0.20645833333333333	0.11927428571428572	0.024975000000000004	0.5495751957671954	0.7685666666666668	0.020474681545993294	0.12121885608408728	0.48636481339911947	0.039217017819372854	0.16144571304358699	0.5748057762266043	1125	40	0.5591260278244019	4.607658662351324	n=256 PDB L4 GearNet REPA weight-decay + λ + bs ablation
n256_pdb_l4_wd_lambda_bs	repa_l4_256_ep13_step300k	300000	497.7926025390625	557.3787231445312	38.99443054199219	0.08	8.588104596853256	20	0.15866651186943054	0.0	0.0	16.078966521106263	0.049146559148572085	0.025925956264333336	inference/paper/inference_fid_60m_paper	/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_per_residue/checkpoints/chk_epoch=00000013_step=000000300000-EMA.ckpt	1.1341771013754096	0.6736097362611583	2.5598417008452348	0.688759350355266	0.2221344297876976	2.2591293980821043	250	4.0	3.0	True	20	5	0.14800057609876	7.7294464111328125	2.70220947265625		1	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.7804650000000001	0.7683	20	20	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/afdb_swissprot/db	1	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.7867000000000001	0.79855	20	20	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/pdb/db					0.45176527321338655	0.426033154129982	8.261370658874512	0.5134052063492058	0.2177833333333333	0.15416616578483236	0.045799999999999993	0.33242862786596084	0.7364166666666667	0.002140910803165222	0.0959612967733002	0.45084220654297036	0.0006607463584702812	0.13262231412477732	0.5560971059963986	1125	20	0.4424895847028097	2.1563008081158808	n=256 PDB L4 GearNet REPA weight-decay + λ + bs ablation
n256_pdb_l4_step_extension	repa_l4_256_ep13_step300k	300000	497.7926025390625	557.3787231445312	38.99443054199219	0.08	8.588104596853256	20	0.15866651186943054	0.0	0.0	16.078966521106263	0.049146559148572085	0.025925956264333336	inference/paper/inference_fid_60m_paper	/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_per_residue/checkpoints/chk_epoch=00000013_step=000000300000-EMA.ckpt	1.1341771013754096	0.6736097362611583	2.5598417008452348	0.688759350355266	0.2221344297876976	2.2591293980821043	250	4.0	3.0	True	20	5	0.14800057609876	7.7294464111328125	2.70220947265625		1	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.7804650000000001	0.7683	20	20	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/afdb_swissprot/db	1	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.7867000000000001	0.79855	20	20	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/pdb/db					0.45176527321338655	0.426033154129982	8.261370658874512	0.5134052063492058	0.2177833333333333	0.15416616578483236	0.045799999999999993	0.33242862786596084	0.7364166666666667	0.002140910803165222	0.0959612967733002	0.45084220654297036	0.0006607463584702812	0.13262231412477732	0.5560971059963986	1125	20	0.4424895847028097	2.1563008081158808	n=256 PDB L4 step extension (REPA L4 default at 300K → 500K)
n256_pdb_l4_step_extension	repa_l4_256_ep22	400000	357.43414306640625	410.6455993652344	40.35282516479492	0.32	5.346505417585373	76	0.17177256661103307	0.0125	0.0375	14.790147783251234	0.18393352684362735	0.09668471201405948	inference/inference_fid_60m_paper	/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_per_residue/checkpoints/chk_epoch=00000022_step=000000400000-EMA.ckpt	0.7188785402030253	0.3293258066272842	1.9983804027901966	0.4906438516656684	0.09315530012050605	1.8655545334797872	250	15.2	13.0	True	80	5	0.15145609382019248	6.920417785644531	2.5036423206329346	True	1	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.732555	0.74695	80	80	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/afdb_swissprot/db	1	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.7667525000000001	0.7615000000000001	80	80	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/pdb/db	0.5044858668841586	0.5180424613626594	80	0.3875	0.5440993875265121	0.5442732274532318	3.686623215675354	0.35540794356260963	0.2368095238095238	0.13356530511463835	0.04833333333333334	0.5110267513227513	0.7148571428571431	0.01242800668284891	0.08461923317048207	0.41748735212349414	0.027514467266203154	0.11940924271003617	0.5135740070079683	1125	80	0.6270006810403249	3.8260441278829105	n=256 PDB L4 step extension (REPA L4 default at 300K → 500K)
n256_pdb_l4_step_extension	repa_l4_256_ep31_step500k	500000	393.89447021484375	436.8105163574219	35.04396438598633	0.384	5.015482168674469	79	0.22166742302681502	0.0208333333333333	0.03125	9.93841314935065	0.18490162808507168	0.13316291804265226	inference/paper/inference_fid_60m_paper	/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_per_residue/checkpoints/chk_epoch=00000031_step=000000500000-EMA.ckpt	0.7385636102549884	0.19172766686434892	2.0245779383329534	0.49464494700459466	0.05167208103351495	1.7721183213072569	250	15.8	21.0	True	96	5	0.15989641104804142	7.186066150665283	2.799610137939453		1	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.7651302083333333	0.7879499999999999	96	96	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/afdb_swissprot/db	1	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.7825364583333334	0.78885	96	96	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/pdb/db					0.5710040996074677	0.5796590149402618	2.4975491762161255	0.3571434497354495	0.25132638888888875	0.15216165079365043	0.06844444444444443	0.4906948994708981	0.6802291666666666	0.00994605564433098	0.06566461035052423	0.33841427535633506	0.022856309620483344	0.09684761929584453	0.40858294662621575	1125	96	0.6854495917078655	3.2248263403526005	n=256 PDB L4 step extension (REPA L4 default at 300K → 500K)
n256_afdb_encoder_layer_bs	baseline_afdb_256_ep20	200000	374.4585876464844	367.3587341308594	10.048099517822266	0.656	2.166892242431641	140	0.21185113231369818	0.0182926829268292	0.0304878048780487	4.319312078974326	0.34991678948539356	0.24490023350210613	inference/inference_fid_60m_paper	/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_afdb_swissprot_256/checkpoints/chk_epoch=00000020_step=000000200000-EMA.ckpt	2.4370243079059417	1.2358826515972363	2.9767211989655524	2.242277064942075	0.8248530859172926	3.1929461770469936	250	28.0	29.0	True	164	5	0.21793905394417898	4.3102827072143555	1.9234005212783813	True	1	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.741569512195122	0.7615000000000001	164	164	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/afdb_swissprot/db	1	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.758081707317073	0.7671	164	164	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/pdb/db	0.5006903912822346	0.49932690815404357	164	0.5	0.6739583401679993	0.6897674202919006	1.5679354667663574	0.3376567195767192	0.3034512195121952	0.1454947724867722	0.13094715447154476	0.5168485079365078	0.5656016260162602	0.014622116144442117	0.025746376347723747	0.3160789981347673	0.02994880895564238	0.04557951258173167	0.430843355355412	1125	164	0.8337707111053466	3.552351050849594	n=256 AFDB REPA encoder + layer + bs ablation
n256_afdb_encoder_layer_bs	baseline_afdb_256_step400k	400000	274.3045349121094	322.5064392089844	23.947723388671875	0.772	2.030184759736061	160	0.17196256126402942	0.8704663212435233	0.9015544041450777	3.2811291233865014	0.18986721616614985	0.1417207723090883	inference/paper/inference_fid_60m_paper	/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_afdb_swissprot_256/checkpoints/chk_epoch=00000040_step=000000400000-EMA.ckpt	1.4585060984805116	0.6051582710045091	2.3530043372852525	0.8193407986331582	0.12333620381007449	2.0572395244714285	250	32.0	34.0	True	193	5	0.1682533769557085	6.793826580047607	2.539360284805298		2	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.08896010362694301	0.0	193	193	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/afdb_swissprot/db	2	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.11524922279792746	0.0	193	193	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/pdb/db					0.6867304195165634	0.7085027098655701	1.317046046257019	0.37233535097001713	0.31948531951640763	0.1927070617283948	0.15895682210708106	0.43495758730158723	0.5215578583765109	0.006579748878371642	0.017554736346717763	0.23032832038568113	0.01381397910613413	0.03303398203440698	0.3083619478189669	1125	193	0.866614723256429	2.257092103426003	n=256 AFDB REPA encoder + layer + bs ablation
n256_afdb_encoder_layer_bs	baseline_afdb_256_step700k	700000	381.9241027832031	394.89739990234375	11.77340316772461	0.712	2.179409602403641	126	0.21944562697661282	0.7640449438202247	0.702247191011236	2.968049646679513	0.211458544111906	0.13619089121682162	inference/paper/inference_fid_60m_paper	/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_afdb_swissprot_256/checkpoints/chk_epoch=00000071_step=000000700000-EMA.ckpt	2.543038950405813	1.4237654731207754	3.1462105667388056	2.1165785622675424	0.8616958516023321	2.9483087801647434	250	25.2	27.0	True	178	5	0.18095744931826027	4.712616443634033	1.8287540674209595		2	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.28644606741573037	0.0	178	178	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/afdb_swissprot/db	2	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.22653595505617974	0.0	178	178	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/pdb/db					0.6882959877252579	0.6976691782474518	1.4890689849853516	0.3894308148148145	0.3869363295880148	0.15990162962962914	0.1545	0.4506675555555546	0.45856367041198476	0.004473703585051706	0.005057515743511035	0.14359557287751945	0.013692727931979372	0.015089424156893688	0.22217967627754925	1125	178	0.8328544413986205	2.8184050193822894	n=256 AFDB REPA encoder + layer + bs ablation
n256_afdb_encoder_layer_bs	baseline_afdb_256_step900k	900000	380.0791320800781	394.4248352050781	11.217692375183105	0.664	2.2639159772396087	114	0.2399734910549725	0.7951807228915663	0.7530120481927711	3.6573793184696486	0.24633746087958522	0.15615423120039973	inference/paper/inference_fid_60m_paper	/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_afdb_swissprot_256/checkpoints/chk_epoch=00000092_step=000000900000-EMA.ckpt	2.4679341174226637	1.3733604087300133	3.0822186997942422	2.0797675123639863	0.8599703735563036	2.957161238198631	250	22.8	22.0	True	166	5	0.17129047077607346	4.494563579559326	1.8204264640808105		2	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.2410542168674699	0.0	166	166	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/afdb_swissprot/db	2	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.19761024096385543	0.0	166	166	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/pdb/db					0.6806066781282425	0.6906897723674774	1.5595810413360596	0.37263841975308604	0.3649317269076305	0.156359717813051	0.13635742971887552	0.4710018624338615	0.498710843373494	0.006995116876796607	0.01022059968748268	0.16296172665801031	0.01808864471021997	0.02417499960502515	0.2569834955781752	1125	166	0.8276801185563405	3.012296702895098	n=256 AFDB REPA encoder + layer + bs ablation
n256_afdb_encoder_layer_bs	repa_l4_afdb_256_ep20	200000	207.49595642089844	223.63629150390625	21.084396362304688	0.684	2.905674697160721	102	0.2292187759184036	0.0350877192982456	0.0409356725146198	2.8203501918053253	0.1497993915379862	0.08993350808304573	inference/inference_fid_60m_paper	/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_afdb_per_residue/checkpoints/chk_epoch=00000020_step=000000200000-EMA.ckpt	1.2743067753806123	0.511750087452545	2.2884297856050493	0.8373476363572678	0.14124842411061383	2.1292728342830642	250	20.4	25.0	True	171	5	0.1979303700308646	6.609553337097168	2.41910719871521	True	1	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.838825730994152	0.894	171	171	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/afdb_swissprot/db	1	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.8346023391812865	0.8666	171	171	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/pdb/db	0.5567259705468981	0.5257229804992676	171	0.34502923976608185	0.677045067191124	0.7005536556243896	1.4036839604377747	0.3843376507936506	0.36713255360623787	0.15496860670193963	0.16565692007797267	0.4606937425044086	0.46721052631578963	0.005377504630802037	0.007384348954190069	0.12461830892372121	0.01558824491017481	0.017962516081941073	0.18098751067237726	1125	171	0.8106018827870687	2.9728198007902877	n=256 AFDB REPA encoder + layer + bs ablation
n256_afdb_encoder_layer_bs	repa_l4_afdb_256_step400k	400000	207.8097381591797	241.29393005371094	22.5162296295166	0.756	2.259666671037674	121	0.2057454390278129	0.6084656084656085	0.42857142857142855	3.2108239757385544	0.09791564466033552	0.04420532196025072	inference/paper/inference_fid_60m_paper	/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_afdb_per_residue/checkpoints/chk_epoch=00000041_step=000000400000-EMA.ckpt	1.448604248540446	0.6897778339607813	2.4877910246253654	0.9131330920727401	0.22727834382823892	2.2101134107662967	250	24.2	22.0	True	189	5	0.19937533501422766	7.271279335021973	2.3433125019073486		2	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.5558968253968255	0.9397	189	189	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/afdb_swissprot/db	2	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.37999788359788356	0.0	189	189	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/pdb/db					0.7200920519828796	0.7425906956195831	1.2311169505119324	0.41400680070546714	0.36575485008818354	0.15878463492063483	0.15062257495590833	0.4272085643738972	0.483622574955908	0.0019921152682206614	0.008541120043371075	0.1438666479733432	0.009135916931015136	0.02086313399730262	0.21923570595156772	1125	189	0.8501810432332357	2.6904905791887765	n=256 AFDB REPA encoder + layer + bs ablation
n256_afdb_encoder_layer_bs	repa_l4_afdb_256_step700k	700000	202.37539672851562	231.86013793945312	24.46561622619629	0.772	2.3576479120254517	91	0.2775774179192113	0.5077720207253886	0.3005181347150259	3.5278423772609795	0.08966539791625527	0.04275564841761795	inference/paper/inference_fid_60m_paper	/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l4_256_afdb_per_residue/checkpoints/chk_epoch=00000073_step=000000700000-EMA.ckpt	1.069150375363167	0.5723863754871407	2.308069570438764	0.6914617175808901	0.21970234891041557	2.094284786783149	250	18.2	21.0	True	193	5	0.1888866515689426	7.374917030334473	2.3382418155670166		2	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.6889176165803108	0.9806	193	193	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/afdb_swissprot/db	2	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.4773331606217616	0.0	193	193	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/pdb/db					0.7395334060192108	0.7581737041473389	1.1061831712722778	0.423220938271605	0.39472366148531945	0.14247195767195717	0.1336787564766839	0.4343071040564363	0.47159758203799607	0.0020151561813748975	0.005875482652798965	0.09389171353268039	0.01016685777380518	0.017533788953127696	0.16221963249630925	1125	193	0.8373074211591085	3.0483690345326195	n=256 AFDB REPA encoder + layer + bs ablation
n256_afdb_encoder_layer_bs	repa_l9_afdb_256_step200k	200000	259.37213134765625	313.72467041015625	25.433969497680664	0.64	3.266916002988815	74	0.3089507432507182	0.7125	0.55625				inference/paper/inference_fid_60m_paper	/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_afdb_per_residue/checkpoints/chk_epoch=00000020_step=000000200000-EMA.ckpt	1.060969130071844	0.39625786274645775	2.1855030939893467	0.5573780130548885	0.05225477415351254	1.9561977425280552	250	14.8	11.0	True	160	5	0.3092545586385225	7.096184730529785	2.487863540649414		2	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.42615625	0.0	160	160	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/afdb_swissprot/db	2	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.27457000000000004	0.0	160	160	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/pdb/db					0.6793176577091217	0.7185783088207245	1.4638862013816833															0.7916103349253336		n=256 AFDB REPA encoder + layer + bs ablation
n256_afdb_encoder_layer_bs	repa_l9_afdb_256_step400k	400000	255.35763549804688	312.70111083984375	23.706846237182617	0.716	2.515827277779579	92	0.30479394330603105	0.659217877094972	0.4748603351955307				inference/paper/inference_fid_60m_paper	/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_l9_256_afdb_per_residue/checkpoints/chk_epoch=00000041_step=000000400000-v1-EMA.ckpt	1.1223381086035245	0.39826281829329707	2.3257300538791	0.5911133026546295	0.0547594037930587	1.980235726198365	250	18.4	21.0	True	179	5	0.2687906766938	6.972764015197754	2.4581925868988037		2	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.5132368715083798	0.9188	179	179	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/afdb_swissprot/db	2	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.33283016759776535	0.0	179	179	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/pdb/db					0.7092946875095367	0.7417252659797668	1.1839956641197205															0.8344681542180379		n=256 AFDB REPA encoder + layer + bs ablation
n256_afdb_encoder_layer_bs	repa_mpnn_l4_afdb_256_step400k	400000	396.6007995605469	398.2558288574219	11.767335891723633	0.72	2.511172385931015	102	0.27542002458049886	0.6777777777777778	0.6277777777777778	2.944921521193288	0.18203984565199083	0.12109794801973292	inference/paper/inference_fid_60m_paper	/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_mpnn_l4_256_afdb_per_residue/checkpoints/chk_epoch=00000041_step=000000400000-EMA.ckpt	2.0176691300875023	0.973341591719519	2.896972072182746	1.7050352870716867	0.4971927131074538	3.000189232514021	250	20.4	19.0	True	180	5	0.18154645840326947	5.103962421417236	2.0244176387786865		2	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.35753222222222225	0.0	180	180	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/afdb_swissprot/db	2	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.30211944444444444	0.0	180	180	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/pdb/db					0.7086637958288192	0.7212522327899933	1.3959598541259766	0.3651989417989417	0.362814814814815	0.15311784126984118	0.16152037037037043	0.48168321693121663	0.47566481481481454	0.008434072883939395	0.008286655304523364	0.13246290899128432	0.0205342364780221	0.019690954580713172	0.19386263615137694	1125	180	0.8189247105484009	3.1458333851660125	n=256 AFDB REPA encoder + layer + bs ablation
n256_afdb_encoder_layer_bs	repa_mpnn_l9_afdb_256_step400k	400000	257.860107421875	268.156494140625	15.733753204345703	0.708	2.0808880333900452	134	0.188377009130909	0.7062146892655368	0.5932203389830508	3.6607242796106987	0.23481002351297667	0.14221416168016243	inference/paper/inference_fid_60m_paper	/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_mpnn_l9_256_afdb_per_residue/checkpoints/chk_epoch=00000041_step=000000400000-EMA.ckpt	1.846983169977062	0.9991356947785766	2.5069742476664576	1.5048469319657942	0.7032696564111046	2.464233658725956	250	26.8	30.0	True	177	5	0.15299799102181602	4.60165548324585	2.060779571533203		2	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.3903672316384181	0.0	177	177	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/afdb_swissprot/db	2	8dc75c74ad0eddab73cfd905963d13bf74dc012b	1000	0.2774248587570622	0.0	177	177	9.5	/rds/user/sr2173/hpc-work/proteina/foldseek_dbs/pdb/db					0.7078114963769913	0.7246383130550385	1.3134095668792725	0.35506074074074023	0.3569868173258003	0.13845852557319197	0.13796421845574378	0.5064807336860685	0.5050489642184557	0.011819251504260636	0.011505770285474445	0.17247304598182006	0.02639914455087155	0.025972775342047352	0.2627017861239054	1125	177	0.8455674974187216	3.6579960070305138	n=256 AFDB REPA encoder + layer + bs ablation
